iid,match,goal,round,gender,age,field_cd,imprace,imprelig,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,match_es,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr,sinc,intel,fun,amb,shar,norm_match,norm_match_es,career_c:Lawyer,career_c:Academic/Research,career_c:Psychologist,career_c:Doctor/Medicine,career_c:Engineer,career_c:Creative Arts/Entertainment,career_c:Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,career_c:Real Estate,career_c:International/Humanitarian Affairs,career_c:Undecided,career_c:Social Work,career_c:Speech Pathology,career_c:Politics,career_c:Pro sports/Athletics,career_c:Other,career_c:Architecture,country/continent:Africa,country/continent:Asia,country/continent:Australia,country/continent:Canada,country/continent:Central America,country/continent:Europe,country/continent:North America,country/continent:Siberia,country/continent:South America,country/continent:USA,race:Black/African American,race:European/Caucasian-American,race:Latino/Hispanic American,race:Asian/Pacific Islander/Asian-American,race:Other
302,0,2.0,14,0,21.0,3.0,8.0,7.0,3.0,1.0,10.0,10.0,9.0,7.0,5.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,10.0,50.0,5.0,20.0,10.0,5.0,10.0,5.928571428571429,8.461538461538462,7.888888888888889,6.714285714285714,7.777777777777778,6.833333333333333,0.0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
303,1,4.0,14,0,33.0,9.0,2.0,1.0,5.0,1.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0,6.0,1.0,8.0,10.0,8.0,9.0,6.0,20.0,25.0,25.0,10.0,15.0,5.0,5.714285714285714,7.0,7.714285714285714,6.5,7.642857142857143,5.642857142857143,0.07142857142857142,0.07142857142857142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
304,1,1.0,14,0,28.0,3.0,1.0,10.0,7.0,2.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,6.0,1.0,6.0,10.0,8.0,10.0,8.0,5.0,20.0,25.0,25.0,15.0,10.0,5.857142857142857,7.071428571428571,7.928571428571429,4.642857142857143,6.857142857142857,3.0714285714285716,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
305,2,1.0,14,0,29.0,9.0,6.0,9.0,4.0,1.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,4.0,5.0,7.0,9.0,9.0,8.0,5.0,10.0,47.0,16.0,12.0,3.0,12.0,6.5,7.142857142857143,7.857142857142857,6.571428571428571,6.642857142857143,6.214285714285714,0.14285714285714285,0.35714285714285715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
306,1,1.0,14,0,22.0,9.0,6.0,2.0,6.0,3.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0,7.0,2.0,6.0,9.0,8.0,8.0,8.0,16.0,20.0,19.0,16.0,18.0,11.0,6.857142857142857,7.428571428571429,7.428571428571429,7.0,6.928571428571429,5.857142857142857,0.07142857142857142,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
307,3,5.0,14,0,27.0,9.0,1.0,3.0,7.0,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,2.0,5.0,8.0,8.0,7.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,5.153846153846154,7.142857142857143,7.178571428571429,6.428571428571429,6.142857142857143,5.428571428571429,0.21428571428571427,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
308,1,1.0,14,1,27.0,9.0,7.0,3.0,7.0,2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,2.0,7.0,10.0,8.0,8.0,7.0,17.0,19.0,18.0,17.0,11.0,18.0,7.928571428571429,8.857142857142858,8.642857142857142,7.714285714285714,6.5,7.142857142857143,0.07142857142857142,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
309,2,3.0,14,1,32.0,9.0,5.0,9.0,3.0,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,5.0,7.0,8.0,9.0,9.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,8.785714285714286,9.571428571428571,8.642857142857142,8.642857142857142,8.545454545454545,4.571428571428571,0.14285714285714285,0.35714285714285715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
310,1,1.0,14,1,25.0,5.0,7.0,8.0,3.0,1.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,6.0,2.0,7.0,6.0,7.0,8.0,4.0,24.0,15.0,20.0,20.0,8.0,13.0,7.0,7.214285714285714,6.928571428571429,6.428571428571429,6.428571428571429,4.571428571428571,0.07142857142857142,0.14285714285714285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
311,1,2.0,14,1,29.0,8.0,1.0,1.0,6.0,1.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,8.0,4.0,9.0,9.0,9.0,10.0,3.0,50.0,20.0,10.0,10.0,5.0,5.0,5.5,5.571428571428571,5.642857142857143,5.071428571428571,5.714285714285714,6.714285714285714,0.07142857142857142,0.2857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
312,1,2.0,14,1,23.0,15.0,3.0,1.0,4.0,2.0,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,6.0,9.0,7.0,8.0,2.0,1.0,5.0,2.0,8.0,7.0,9.0,7.0,9.0,25.0,5.0,30.0,15.0,5.0,20.0,5.928571428571429,6.428571428571429,6.785714285714286,5.428571428571429,5.785714285714286,4.214285714285714,0.07142857142857142,0.14285714285714285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
313,1,1.0,14,1,27.0,8.0,2.0,3.0,4.0,1.0,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0,6.0,2.0,7.0,8.0,8.0,8.0,6.0,19.0,13.0,18.0,18.0,10.0,22.0,4.785714285714286,6.785714285714286,7.214285714285714,6.714285714285714,7.0,5.714285714285714,0.07142857142857142,0.14285714285714285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
314,0,2.0,14,1,32.0,13.0,3.0,1.0,6.0,2.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,6.0,2.0,8.0,8.0,9.0,8.0,7.0,20.0,10.0,30.0,20.0,10.0,10.0,5.857142857142857,6.428571428571429,6.071428571428571,5.928571428571429,5.642857142857143,5.142857142857143,0.0,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
315,2,3.0,14,1,27.0,5.0,1.0,4.0,5.0,3.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,5.0,1.0,6.0,10.0,8.0,6.0,7.0,6.67,19.05,42.86,9.52,14.29,7.62,6.928571428571429,8.0,8.428571428571429,6.857142857142857,4.928571428571429,3.7142857142857144,0.14285714285714285,0.07142857142857142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
316,6,2.0,14,1,25.0,8.0,3.0,3.0,4.0,1.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,5.0,4.0,6.0,8.0,8.0,7.0,9.0,25.0,20.0,15.0,25.0,10.0,5.0,5.857142857142857,6.642857142857143,6.714285714285714,6.285714285714286,5.5,4.428571428571429,0.42857142857142855,0.2857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
317,3,1.0,14,1,30.0,8.0,1.0,1.0,4.0,1.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,7.0,5.0,7.0,3.0,8.0,8.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0,5.928571428571429,7.642857142857143,8.0,6.428571428571429,6.5,5.428571428571429,0.21428571428571427,0.35714285714285715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
318,0,2.0,14,1,29.0,8.0,1.0,1.0,6.0,1.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,6.0,0.0,6.0,10.0,10.0,6.0,10.0,40.0,30.0,10.0,8.0,2.0,10.0,5.428571428571429,5.928571428571429,6.214285714285714,5.642857142857143,5.357142857142857,4.785714285714286,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
319,3,6.0,14,1,26.0,9.0,2.0,4.0,7.0,2.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,7.0,2.0,5.0,10.0,9.0,6.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,7.214285714285714,7.928571428571429,7.357142857142857,7.214285714285714,7.357142857142857,7.357142857142857,0.21428571428571427,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
320,0,4.0,14,1,36.0,7.0,6.0,8.0,5.0,5.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,2.0,8.0,8.0,9.0,9.0,7.0,20.0,16.0,16.0,16.0,16.0,16.0,6.5,7.428571428571429,7.214285714285714,5.0,5.785714285714286,5.6,0.0,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
321,0,1.0,14,1,29.0,8.0,3.0,3.0,5.0,1.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,6.0,0.0,6.0,8.0,7.0,7.0,8.0,30.0,15.0,15.0,20.0,10.0,10.0,5.0,7.0,6.928571428571429,6.428571428571429,5.857142857142857,5.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
322,2,2.0,9,0,34.0,3.0,2.0,1.0,2.0,2.0,8.0,7.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,8.0,3.0,1.0,9.0,2.0,5.0,9.0,7.0,8.0,7.0,2.0,60.0,15.0,8.0,5.0,10.0,7.777777777777778,7.19375,10.0,9.0,8.0,9.333333333333334,0.2222222222222222,0.2222222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
323,3,2.0,9,0,25.0,5.0,1.0,1.0,4.0,3.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,2.0,7.0,9.0,8.0,6.0,3.0,10.0,20.0,20.0,20.0,10.0,20.0,6.714285714285714,7.0,7.428571428571429,7.0,6.142857142857143,6.428571428571429,0.3333333333333333,0.2222222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
324,4,1.0,9,0,23.0,3.0,8.0,3.0,4.0,2.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,5.0,0.0,9.0,9.0,9.0,9.0,8.0,40.0,10.0,15.0,20.0,10.0,5.0,2.5555555555555554,7.333333333333333,8.777777777777779,6.777777777777778,6.555555555555555,3.3333333333333335,0.4444444444444444,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
325,3,2.0,9,0,30.0,3.0,2.0,4.0,6.0,2.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,6.0,2.0,7.0,9.0,8.0,7.0,8.0,10.0,20.0,20.0,10.0,10.0,30.0,6.444444444444445,6.555555555555555,7.111111111111111,6.555555555555555,6.222222222222222,5.222222222222222,0.3333333333333333,0.2222222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
326,2,2.0,9,0,36.0,9.0,5.0,5.0,6.0,4.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,5.0,8.0,9.0,9.0,6.0,8.0,15.0,15.0,15.0,20.0,20.0,15.0,7.777777777777778,10.0,8.88888888888889,9.0,8.6,6.666666666666667,0.2222222222222222,0.5555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
327,0,2.0,9,0,29.0,13.0,2.0,7.0,6.0,3.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0,5.0,0.0,7.0,7.0,8.0,9.0,10.0,15.0,10.0,20.0,20.0,20.0,15.0,7.666666666666667,8.11111111111111,7.888888888888889,8.222222222222221,7.875,6.111111111111111,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
328,1,2.0,9,0,30.0,9.0,1.0,1.0,3.0,1.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0,6.0,2.0,7.0,10.0,10.0,8.0,10.0,22.0,12.0,30.0,25.0,10.0,1.0,7.0,7.444444444444445,7.777777777777778,7.777777777777778,7.666666666666667,6.333333333333333,0.1111111111111111,0.2222222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
329,0,6.0,9,0,29.0,9.0,1.0,1.0,6.0,2.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,4.0,1.0,8.0,9.0,8.0,5.0,8.0,15.0,22.0,22.0,16.0,15.0,10.0,6.222222222222222,6.333333333333333,7.777777777777778,6.111111111111111,7.375,3.8,0.0,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
330,1,1.0,9,0,22.0,5.0,3.0,3.0,7.0,3.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,2.0,8.0,10.0,7.0,9.0,9.0,15.0,25.0,15.0,20.0,10.0,15.0,5.444444444444445,8.222222222222221,7.777777777777778,5.777777777777778,7.222222222222222,4.444444444444445,0.1111111111111111,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
331,0,1.0,9,0,34.0,9.0,1.0,1.0,6.0,3.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,2.0,7.0,9.0,7.0,9.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,6.777777777777778,7.444444444444445,6.888888888888889,5.666666666666667,5.777777777777778,4.333333333333333,0.0,0.2222222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
332,2,3.0,10,1,30.0,3.0,1.0,1.0,7.0,4.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,3.0,5.0,10.0,6.0,6.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,8.8,8.6,7.9,7.6,7.5,0.2,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
333,2,1.0,10,1,23.0,8.0,5.0,3.0,3.0,1.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,2.0,7.0,4.0,9.0,7.0,9.0,50.0,5.0,15.0,20.0,10.0,0.0,5.9,7.1,6.3,6.3,6.1,5.6,0.2,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
334,0,1.0,10,1,29.0,8.0,1.0,1.0,5.0,3.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,1.0,8.0,7.0,8.0,8.0,9.0,40.0,10.0,15.0,10.0,10.0,15.0,6.9,7.6,7.2,6.8,6.3,6.6,0.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
335,1,1.0,10,1,24.0,3.0,1.0,8.0,3.0,3.0,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0,6.0,1.0,8.0,7.0,8.0,9.0,8.0,20.0,10.0,20.0,20.0,15.0,15.0,5.5,6.9,6.0,5.6,5.375,5.857142857142857,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
336,1,1.0,10,1,25.0,17.0,1.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,8.0,10.0,4.0,1.0,1.0,9.0,4.0,6.0,10.0,10.0,10.0,3.0,4.0,4.0,0.0,5.0,9.0,7.0,7.0,9.0,20.0,15.0,30.0,10.0,15.0,10.0,5.2,6.0,6.6,5.7,6.9,3.4,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
337,3,1.0,10,1,28.0,5.0,1.0,1.0,5.0,3.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,17.0,17.0,17.0,17.0,16.0,16.0,8.6,8.5,8.4,7.4,7.1,6.7,0.3,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
338,2,1.0,10,1,27.0,5.0,1.0,1.0,4.0,2.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,4.0,7.0,9.0,9.0,7.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,6.2,6.8,7.2,6.4,7.0,6.2,0.2,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
339,4,2.0,10,1,26.0,8.0,3.0,3.0,5.0,2.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,6.0,8.0,5.0,7.0,8.0,7.0,8.0,6.0,4.0,6.0,3.0,7.0,9.0,8.0,8.0,8.0,19.59,18.0,20.0,17.95,10.7,11.765,6.9,8.0,7.4,7.1,6.8,6.5,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,1,2.0,10,1,26.0,8.0,3.0,3.0,5.0,2.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,6.0,8.0,5.0,7.0,8.0,7.0,8.0,6.0,4.0,6.0,1.0,7.0,9.0,8.0,8.0,8.0,19.59,18.0,20.0,17.95,10.7,11.765,6.4,7.1,6.9,6.5,6.3,5.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,3,1.0,18,0,23.0,13.0,3.0,10.0,6.0,1.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,10.0,7.0,9.0,7.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0,6.4375,7.625,8.0,7.3125,7.875,6.0,0.16666666666666666,0.5555555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
342,1,1.0,18,0,33.0,9.0,2.0,1.0,6.0,3.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,2.0,6.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,25.0,5.0,15.0,0.0,5.882352941176471,6.117647058823529,6.6875,5.647058823529412,6.571428571428571,4.0,0.05555555555555555,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
343,2,3.0,18,0,32.0,10.0,5.0,6.0,2.0,1.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,2.0,4.0,8.0,10.0,6.0,7.0,5.0,25.0,20.0,10.0,15.0,25.0,6.5625,6.875,7.0625,6.4,7.222222222222222,5.8,0.1111111111111111,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
344,4,3.0,18,0,26.0,13.0,1.0,3.0,4.0,3.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,9.0,7.0,7.0,8.0,8.0,9.0,15.0,15.0,15.0,20.0,20.0,15.0,6.9375,7.125,7.4375,7.5,7.4375,7.3125,0.2222222222222222,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
345,4,2.0,18,0,24.0,10.0,7.0,6.0,7.0,4.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,2.0,7.0,9.0,9.0,7.0,7.0,10.0,20.0,27.0,23.0,15.0,5.0,7.411764705882353,9.235294117647058,8.882352941176471,7.352941176470588,8.352941176470589,5.764705882352941,0.2222222222222222,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
346,6,2.0,18,0,26.0,8.0,3.0,3.0,5.0,2.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,6.0,8.0,5.0,7.0,8.0,7.0,8.0,6.0,4.0,6.0,5.0,7.0,9.0,8.0,8.0,8.0,19.59,18.0,20.0,17.95,10.7,11.765,7.176470588235294,8.058823529411764,8.352941176470589,7.588235294117647,7.411764705882353,6.0,0.3333333333333333,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,5.0,18,0,26.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,2.0,8.0,6.0,10.0,10.0,10.0,30.0,5.0,10.0,20.0,30.0,5.0,7.066666666666666,7.571428571428571,7.714285714285714,6.642857142857143,6.357142857142857,5.071428571428571,0.0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
348,1,2.0,18,0,21.0,9.0,3.0,3.0,6.0,1.0,3.0,5.0,1.0,10.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,7.0,10.0,5.0,5.0,3.0,6.0,10.0,10.0,10.0,10.0,15.0,25.0,15.0,15.0,15.0,15.0,8.166666666666666,8.555555555555555,8.944444444444445,8.0,8.333333333333334,5.944444444444445,0.05555555555555555,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
349,8,1.0,18,0,33.0,3.0,1.0,7.0,4.0,2.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,6.0,5.0,7.0,8.0,9.0,8.0,7.0,25.0,20.0,10.0,20.0,20.0,5.0,5.705882352941177,7.176470588235294,7.176470588235294,6.176470588235294,7.0625,7.25,0.4444444444444444,0.2777777777777778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
350,3,2.0,18,0,31.0,10.0,9.0,5.0,7.0,3.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,6.0,2.0,7.0,10.0,8.0,6.0,8.0,12.0,25.0,25.0,8.0,15.0,15.0,6.055555555555555,7.277777777777778,7.333333333333333,6.222222222222222,6.722222222222222,5.5,0.16666666666666666,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
